tconst,name,year,rating,rating_count,story_line,genres,country,language,budget,gross,runtime,director,stars
tt0116930,Love Serenade,1996.0,6.9,"1,400","In Sunray, a backwater town on Australia's Murray River, there's little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the station; he's mid-40s, detached, thrice divorced, hatchet faced. But both sisters next door find him attractive: awkward Dimity, only 20, who works in a Chinese restaurant with few patrons, and perky Vicki-Ann, a hairdresser with a hope chest who invents a happy future with Sherry based on little but his arrival. First Dimity then Vicki-Ann spend the night with Ken, one concluding he's her boy friend, the other her fiance. Then Dimity begins to smell something fishy.","Comedy,Crime,Drama",Australia,English,"AUD3,800,000","$604,523",1h 41min,Shirley Barrett,"George Shevtsov,Miranda Otto,Rebecca Frith"
tt3059638,Coming out,2013.0,5.1,"1,420",This is the story of present-day Hungary's most famous gay celebrity who openly admits his homosexuality and fights for gay rights in a society where so many alternative values are denied. But then something happens and he is shocked to discover his growing interest in the female of the species.,"Comedy,Romance",Hungary,Hungarian,"HUF400,000,000","$778,670",1h 31min,Dénes Orosz,"Gábor Karalyos,Kátya Tompos,Sándor Csányi"
tt0493264,Kurtlar Vadisi: Irak,2006.0,5.8,"16,711","The film covers through fiction real-life events like the occupation of Iraq, the execution of Daniel Pearl, the Hood event and the Abu Ghraib torture scandal.","Action,Drama,War","Germany,Turkey,USA","Arabic,English,Kurdish,Turkish","$8,300,000","$23,465,471",2h 2min,Serdar Akar,"Billy Zane,Ghassan Massoud,Necati Sasmaz"
tt0373981,Kontroll,2003.0,7.6,"24,310","Ghost trains and ghostly characters, figuratively speaking of course, are what run through the perpetual night of this underground metro system. Bulcsú's (Sándor Csányi) life that once was, on the surface, where the real people go home after work, who go to the movies or a fine restaurant is now replaced by the dark, cold and solitude arena of his new dwellings. He, and his motley crew of ragtag metro ticket Kontrollers must patrol the trains that run these City dwellers back and forth and with daily ritual, check that no one dare come down into their world for a free ride. With indifferent passengers, a possible love interest, a regime set on competition and to top it all a mysterious serial killer at large, Kontroll is a dark and bleak comedy of the world of the ticket inspector, who, in the end must keep this Metro system running. If not, what would be the worst that could happen, if they ever lost control? Dare you ride here for free, too?","Comedy,Crime,Drama",Hungary,Hungarian,"HUF100,000,000","$1,277,800",1h 51min,Nimród Antal,"Eszter Balla,Sándor Csányi,Zoltán Mucsi"
tt0264464,Catch Me If You Can,2002.0,8.1,"818,050","A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.","Biography,Crime,Drama","Canada,USA","English,French","$52,000,000","$352,114,312",2h 21min,Steven Spielberg,"Christopher Walken,Leonardo DiCaprio,Tom Hanks"
tt0105706,Used People,1992.0,6.1,"1,349","At her husband's funeral, Pearl (Shirley MacLaine), Jewish mother of two divorced and antagonistic daughters, meets an old Italian friend (Marcello Mastroianni) of her husband, whose advice years previously had stopped the husband leaving home. For 23 years he, now a widower, has secretly loved Pearl...","Comedy,Drama,Romance","Japan,USA",English,"$16,000,000","$17,957,265",1h 55min,Beeban Kidron,"Jessica Tandy,Kathy Bates,Shirley MacLaine"
tt1038971,How to Be a Serial Killer,2008.0,5.5,"1,991",A serial killer decides to teach the secrets of his satisfying career to a video store clerk.,"Comedy,Crime,Horror",USA,English,"$2,000,000",$899,1h 31min,Luke Ricci,"Dameon Clarke,Laura Regan,Matthew Gray Gubler"
tt0765010,Brothers,2009.0,7.1,"110,646","Before leaving on his second tour in Afghanistan, Marine Captain Sam Cahill, a leader, an athlete, a good husband and father, welcomes his screw-up brother Tommy home from prison. He'd robbed a bank. In country, Sam's helicopter is shot down and all are presumed dead. Back home, while Sam wastes away as a prisoner in a remote encampment, Tommy tries to take care of the widow and her two children. While imprisoned, Sam experiences horrors unbearable, so when he's rescued and returns home, he's silent, detached, without affect, and he's convinced his wife and brother have slept together. Demons of war possess him; what will silence them?","Action,Drama,Thriller",USA,English,"$26,000,000","$43,474,578",1h 45min,Jim Sheridan,"Jake Gyllenhaal,Natalie Portman,Tobey Maguire"
tt0228333,Ghosts of Mars,2001.0,4.9,"50,829",200 years in the future a Martian police unit is dispatched to transport a dangerous prisoner from a mining outpost back to justice. But when the team arrives they find the town deserted and some of the inhabitants possessed by the former inhabitants of the planet.,"Action,Horror,Sci-Fi",USA,English,"$28,000,000","$14,010,832",1h 38min,John Carpenter,"Ice Cube,Natasha Henstridge,Pam Grier"
tt4260766,Yapisik Kardesler,2015.0,2.2,"1,407",The adventures of conjoined twins.,Comedy,Turkey,Turkish,"$1,500,000","$4,047,743",1h 43min,Ilker Ayrik,"Hakan Bulut,Ilker Ayrik,Ivana Sert"
tt0099253,Child's Play 2,1990.0,5.9,"44,957","Andy Barclay has been placed in a foster home after the tragic events of the first film, since his mother was committed. In an attempt to save their reputation, the manufacturers of Chucky reconstruct the killer doll, to prove to the public that nothing was wrong with it in the first place. In doing so, they also bring the soul of serial killer Charles Lee Ray back to life. As Chucky tries to locate Andy, the body count rises. Will Andy be able to escape, or will Chucky succeed in possessing his body?","Horror,Thriller",USA,English,"$13,000,000","$35,763,605",1h 24min,John Lafia,"Alex Vincent,Gerrit Graham,Jenny Agutter"
tt1252595,Ghosted,2009.0,4.6,355,"A mysterious love story between Hamburg and Taipeh. The unsolved murder of her young Taiwanese lover Ai-ling leaves the Hamburg artist Sophie Schmitt completely disoriented. She dedicates a video-installation to her and shows it in Taipei. During the opening she is approached by a mysterious journalist. Sophie is fascinated at first glance by Mei-li, the young journalist. Mei-li takes her to visit the famous Taipei night markets and tries to seduce the artist. Sophie, still mourning her lost lover, rejects Mei-li and returns immediately to Hamburg. Shortly afterwords Mei-li shows up on her doorstep, unannounced. Sophie takes her in and finally falls for her. But soon she realizes that her new lover is secretly investigating Ai-ling's death. Strange happenings occur, sudden flashes of recollection come and go, and then Sophie finds out that there is no Mei-Li working for a Taiwanese newspaper and that no one by that name ever entered Germany. Who is the mysterious Taiwanese woman?","Drama,Mystery","Germany,Taiwan","English,German,Mandarin","EUR800,000","$1,780",1h 29min,Monika Treut,"Huan-Ru Ke,Inga Busch,Ting Ting Hu"
tt0253586,Revolution #9,2001.0,6.5,337,"A handsome and successful young man's life begins to unravel when he develops an acute sense of paranoia. Things escalate when Jackson is convinced that a tv ad holds sinister messages aimed at him. Is Jackson losing his mind, or are the threats real?",Thriller,USA,English,"$300,000","$10,133",1h 30min,Tim McCann,"Adrienne Shelly,Michael Risley,Spalding Gray"
tt0077416,The Deer Hunter,1978.0,8.1,"308,804","Michael, Steven and Nicky are 3 best friends who enjoy going Deer hunting quote often. These men get enlisted to head to Vietnam to fight for their country and celebrate with a farewell party, as well as Nicky marrying a pregnant woman named ""Angela."" After the horrors during the war and edge-grabbing games of Russian Roulette that these men are forced to play, Michael returns home and realizes that his Deer hunting outings aren't the same as they used to be, because of the war and he eventually finds out that Steven is handicapped and Nicky hasn't returned from Vietnam, and in response, he heads back to Vietnam to rescue him.","Drama,War",USA,"Cantonese,English,French,Russian,Vietnamese","$15,000,000","$49,074,243",3h 3min,Michael Cimino,"Christopher Walken,John Cazale,Robert De Niro"
tt0292644,The Rules of Attraction,2002.0,6.7,"49,263","Camden College. Sean Bateman is the younger brother of depraved Wall Street broker Patrick Bateman. He's also a drug dealer who owes a lot of money to ""fellow"" dealer Rupert Guest, as well as a well-known womanizer, for he sleeps with nearly half of the female population on campus. Lauren Hynde is, technically, a virgin. She's saving herself for her shallow boyfriend, Victor Johnson, who's left the States to backpack across Europe. Her slutty roommate, Lara, has the hots for Victor as well. Paul Denton, who used to date Lauren, is openly bisexual and attracted to Mitchell Allen, who's dating Candice to prove to Paul that he's not gay. Sean loves Lauren. Paul loves Sean. And Lauren may love Sean.","Comedy,Drama,Romance","Germany,USA","English,German","$4,000,000","$11,832,822",1h 50min,Roger Avary,"Ian Somerhalder,James Van Der Beek,Shannyn Sossamon"
tt5311514,Kimi no na wa.,2016.0,8.4,"188,668",Mitsuha is the daughter of the mayor of a small mountain town. She's a straightforward high school girl who lives with her sister and her grandmother and has no qualms about letting it be known that she's uninterested in Shinto rituals or helping her father's electoral campaign. Instead she dreams of leaving the boring town and trying her luck in Tokyo. Taki is a high school boy in Tokyo who works part-time in an Italian restaurant and aspires to become an architect or an artist. Every night he has a strange dream where he becomes...a high school girl in a small mountain town.,"Animation,Drama,Fantasy",Japan,Japanese,"JPY370,000,000","$358,922,706",1h 46min,Makoto Shinkai,"Mone Kamishiraishi,Ryô Narita,Ryûnosuke Kamiki"
tt2711898,Journal d'une femme de chambre,2015.0,5.5,"2,607","In the early 1900s, in the French provinces. Célestine a beautiful and libertarian young woman, who has been hired as a chambermaid by the Lanlaires, arrives from Paris at the train station. Joseph, her masters' gruff gardener takes her to the house where she is to work. She is ""welcomed"" by Mr. Lanlaire who immediately starts fondling her. She then meets Mrs. Lanlaire, a very unpleasant woman with a class superiority. All this bodes ill for the future...",Drama,"Belgium,France",French,"EUR6,500,000","$1,972,062",1h 36min,Benoît Jacquot,"Clotilde Mollet,Léa Seydoux,Vincent Lindon"
tt2429144,Chambaili,2013.0,7.7,"1,089",A group of friends are led by circumstances to find themselves at the crossroads of fate.,"Crime,Drama,Thriller",Pakistan,Urdu,"$110,000","$12,296",2h 13min,Ismail Jillani,"Ehteshamuddin,Khalid Ahmed,Shafqat Cheema"
